[PAD]	0
[UNK]	1
，	2
的	3
。	4
e	5
0	6
一	7
是	8
在	9
t	10
o	11
1	12
、	13
a	14
有	15
n	16
i	17
不	18
2	19
了	20
中	21
s	22
大	23
r	24
人	25
为	26
上	27
年	28
金	29
这	30
个	31
以	32
：	33
时	34
h	35
国	36
”	37
“	38
和	39
3	40
l	41
基	42
家	43
5	44
能	45
到	46
分	47
出	48
会	49
.	50
我	51
对	52
来	53
业	54
要	55
场	56
新	57
地	58
d	59
8	60
可	61
9	62
4	63
们	64
c	65
多	66
发	67
行	68
成	69
也	70
下	71
u	72
6	73
后	74
m	75
现	76
经	77
他	78
于	79
市	80
)	81
方	82
就	83
-	84
生	85
公	86
高	87
产	88
日	89
最	90
得	91
(	92
用	93
7	94
机	95
前	96
过	97
作	98
考	99
比	100
开	101
面	102
月	103
品	104
而	105
者	106
》	107
《	108
动	109
p	110
g	111
将	112
力	113
主	114
同	115
理	116
都	117
还	118
度	119
全	120
之	121
自	122
题	123
级	124
部	125
进	126
本	127
房	128
点	129
说	130
与	131
资	132
加	133
定	134
小	135
y	136
好	137
价	138
实	139
f	140
间	141
体	142
长	143
次	144
如	145
更	146
其	147
内	148
重	149
很	150
斯	151
合	152
等	153
相	154
但	155
元	156
外	157
第	158
性	159
关	160
天	161
看	162
特	163
表	164
影	165
投	166
所	167
三	168
学	169
计	170
手	171
目	172
位	173
w	174
提	175
装	176
只	177
四	178
名	179
然	180
电	181
平	182
文	183
%	184
期	185
此	186
b	187
当	188
心	189
法	190
赛	191
工	192
格	193
股	194
明	195
色	196
数	197
从	198
式	199
万	200
建	201
球	202
型	203
I	204
持	205
通	206
入	207
美	208
情	209
两	210
没	211
因	212
司	213
展	214
样	215
商	216
已	217
设	218
报	219
利	220
D	221
些	222
S	223
应	224
里	225
A	226
感	227
示	228
道	229
活	230
意	231
C	232
选	233
v	234
网	235
今	236
具	237
信	238
你	239
并	240
片	241
子	242
尔	243
系	244
据	245
单	246
去	247
及	248
保	249
事	250
强	251
化	252
身	253
种	254
试	255
；	256
着	257
让	258
量	259
正	260
果	261
！	262
费	263
语	264
队	265
起	266
区	267
达	268
问	269
总	270
常	271
无	272
记	273
么	274
配	275
做	276
,	277
北	278
增	279
制	280
？	281
回	282
季	283
员	284
居	285
风	286
节	287
游	288
打	289
英	290
别	291
规	292
收	293
务	294
二	295
板	296
战	297
结	298
德	299
华	300
民	301
T	302
布	303
受	304
至	305
B	306
任	307
安	308
各	309
六	310
管	311
政	312
京	313
整	314
消	315
线	316
P	317
O	318
使	319
调	320
企	321
变	322
女	323
门	324
解	325
克	326
由	327
显	328
该	329
水	330
交	331
首	332
接	333
东	334
M	335
城	336
像	337
台	338
被	339
质	340
较	341
认	342
需	343
先	344
己	345
光	346
图	347
周	348
户	349
那	350
导	351
想	352
红	353
值	354
项	355
观	356
统	357
造	358
处	359
备	360
头	361
海	362
给	363
完	364
原	365
近	366
词	367
息	368
少	369
论	370
再	371
热	372
证	373
参	374
k	375
演	376
广	377
流	378
组	379
星	380
向	381
话	382
求	383
或	384
服	385
物	386
老	387
放	388
准	389
每	390
率	391
快	392
戏	393
带	394
精	395
非	396
销	397
优	398
获	399
/	400
十	401
指	402
超	403
续	404
仅	405
专	406
势	407
米	408
E	409
玩	410
代	411
取	412
浪	413
—	414
购	415
立	416
功	417
西	418
直	419
效	420
真	421
济	422
亿	423
牌	424
供	425
推	426
难	427
容	428
奖	429
件	430
低	431
视	432
注	433
领	434
材	435
环	436
传	437
气	438
程	439
L	440
改	441
客	442
升	443
售	444
款	445
形	446
把	447
份	448
案	449
反	450
防	451
速	452
标	453
采	454
乐	455
联	456
科	457
住	458
约	459
益	460
王	461
包	462
票	463
知	464
马	465
卡	466
技	467
尼	468
什	469
复	470
支	471
模	472
空	473
则	474
路	475
拍	476
社	477
确	478
几	479
集	480
又	481
士	482
G	483
世	484
火	485
始	486
易	487
均	488
友	489
评	490
决	491
景	492
听	493
查	494
师	495
界	496
套	497
F	498
角	499
才	500
创	501
盘	502
转	503
置	504
深	505
即	506
共	507
望	508
何	509
类	510
N	511
连	512
段	513
料	514
况	515
楼	516
搭	517
涨	518
素	519
器	520
清	521
爱	522
南	523
告	524
·	525
神	526
未	527
断	528
林	529
花	530
号	531
步	532
买	533
读	534
构	535
银	536
议	537
W	538
术	539
五	540
句	541
修	542
际	543
?	544
见	545
且	546
张	547
候	548
便	549
教	550
随	551
觉	552
称	553
根	554
策	555
口	556
半	557
奥	558
宝	559
越	560
预	561
摄	562
写	563
富	564
请	565
攻	566
助	567
院	568
拉	569
佳	570
走	571
必	572
局	573
众	574
牛	575
团	576
篮	577
除	578
限	579
索	580
运	581
范	582
列	583
百	584
它	585
条	586
双	587
太	588
底	589
积	590
短	591
H	592
态	593
择	594
权	595
终	596
验	597
例	598
够	599
湖	600
引	601
层	602
仓	603
…	604
绩	605
极	606
军	607
象	608
答	609
营	610
幅	611
卫	612
击	613
研	614
致	615
木	616
字	617
落	618
命	619
龙	620
石	621
讯	622
饰	623
她	624
失	625
适	626
满	627
却	628
言	629
足	630
博	631
响	632
额	633
儿	634
罗	635
轻	636
办	637
源	638
往	639
排	640
降	641
R	642
育	643
凯	644
另	645
券	646
融	647
希	648
春	649
尚	650
衣	651
访	652
简	653
存	654
举	655
照	656
喜	657
焦	658
V	659
施	660
山	661
姆	662
历	663
许	664
波	665
柜	666
兰	667
府	668
稳	669
习	670
阿	671
充	672
边	673
维	674
:	675
错	676
职	677
依	678
细	679
拿	680
尽	681
委	682
章	683
亚	684
黑	685
争	686
远	687
找	688
_	689
频	690
虽	691
思	692
属	693
境	694
阅	695
彩	696
店	697
净	698
志	699
测	700
算	701
划	702
编	703
白	704
否	705
险	706
差	707
监	708
派	709
魔	710
皮	711
按	712
刚	713
送	714
义	715
镜	716
背	717
独	718
穿	719
略	720
括	721
音	722
继	723
练	724
土	725
李	726
换	727
仍	728
跟	729
离	730
录	731
史	732
拥	733
围	734
究	735
协	736
控	737
站	738
青	739
突	740
园	741
车	742
货	743
端	744
封	745
密	746
责	747
州	748
巴	749
康	750
松	751
眼	752
曾	753
剧	754
币	755
温	756
夫	757
帮	758
胜	759
域	760
减	761
室	762
倍	763
x	764
卖	765
破	766
普	767
绝	768
[	769
]	770
媒	771
危	772
欢	773
校	774
映	775
守	776
严	777
占	778
切	779
书	780
露	781
轮	782
负	783
）	784
湾	785
武	786
奇	787
橱	788
亮	789
画	790
绿	791
坛	792
核	793
讲	794
兴	795
阳	796
礼	797
免	798
副	799
雷	800
财	801
灵	802
（	803
析	804
官	805
待	806
莱	807
汇	808
伤	809
典	810
您	811
块	812
债	813
丽	814
福	815
纳	816
谈	817
威	818
识	819
省	820
治	821
男	822
钱	823
夏	824
筑	825
’	826
版	827
键	828
状	829
折	830
灾	831
声	832
紧	833
医	834
介	835
Q	836
般	837
K	838
早	839
判	840
激	841
欧	842
江	843
陈	844
吧	845
巨	846
香	847
念	848
怎	849
护	850
登	851
味	852
纪	853
右	854
左	855
裙	856
健	857
压	858
甚	859
暖	860
屏	861
检	862
席	863
迷	864
X	865
幕	866
令	867
杰	868
族	869
群	870
陆	871
呢	872
顺	873
寸	874
秒	875
须	876
惠	877
初	878
透	879
跌	880
药	881
钟	882
印	883
距	884
旗	885
追	886
诉	887
潮	888
死	889
刺	890
恩	891
千	892
亲	893
干	894
坚	895
U	896
熊	897
冲	898
九	899
艺	900
载	901
央	902
束	903
享	904
申	905
农	906
乎	907
秀	908
谢	909
盟	910
述	911
村	912
补	913
励	914
留	915
担	916
八	917
革	918
古	919
阵	920
朋	921
故	922
刻	923
招	924
似	925
辑	926
止	927
码	928
扩	929
察	930
疑	931
审	932
黄	933
休	934
输	935
届	936
灰	937
偏	938
爆	939
午	940
熟	941
织	942
铁	943
港	944
昨	945
闻	946
播	947
杀	948
善	949
诺	950
宣	951
河	952
竞	953
惊	954
缺	955
某	956
吸	957
络	958
丰	959
启	960
詹	961
执	962
承	963
批	964
临	965
募	966
伦	967
座	968
顾	969
伊	970
良	971
斗	972
征	973
绍	974
韦	975
病	976
逐	977
付	978
末	979
损	980
盛	981
智	982
街	983
肯	984
训	985
盖	986
托	987
厂	988
遇	989
促	990
愿	991
苏	992
余	993
笔	994
握	995
础	996
掌	997
救	998
虑	999
+	1000
赢	1001
操	1002
娱	1003
阶	1004
微	1005
假	1006
税	1007
庆	1008
悉	1009
晚	1010
挑	1011
森	1012
嘉	1013
圈	1014
裤	1015
犯	1016
含	1017
害	1018
蓝	1019
七	1020
纷	1021
岁	1022
停	1023
秘	1024
久	1025
针	1026
律	1027
概	1028
篇	1029
鲁	1030
泰	1031
J	1032
抢	1033
哈	1034
洛	1035
丝	1036
翻	1037
荣	1038
勒	1039
×	1040
【	1041
】	1042
党	1043
雄	1044
败	1045
延	1046
鹰	1047
润	1048
互	1049
哪	1050
贵	1051
迎	1052
冠	1053
怪	1054
宅	1055
庭	1056
顿	1057
靠	1058
掉	1059
退	1060
私	1061
截	1062
寻	1063
巧	1064
梦	1065
毕	1066
帅	1067
珠	1068
甲	1069
释	1070
扮	1071
